"% Crown Consumed (crown volume completely consumed by fire)","% Crown Scorch (crown volume scorched/singed by the fire)","% Green Crown (% of crown area green at time of assessment)","% Trunk Burn",Address,"Address Number","Address Street","Affected Parts of the Tree",Archived,"Area of New Growth",City,Code,"Common Name",Condition,"Critical Root Zone(CRZ)","Crown Light Exposure","Crown Width (width of canopy, measured)","CRZ Ratio",Cultivar,"Data Source","Date Added","Date of Assessment","Date Planted",DBH,"DBH Range","DBH Stem 1","DBH Stem 2","DBH Stem 3","DBH Stem 4","DBH Stem 5","DBH Stem 6","Distance from Nearest Burned Structure","East Canopy Length (in.)",Family,Funder,Genus,Geometry,"GPS Latitude - (Hand Held Unit)","GPS Longitude - (Hand Held Unit)","Grant Cycle","Green Infrastructure Type","Growing Space","Has Ecobenefits","Height Range","Height to Crown Base (measurement to lowest lateral branch)","Impervious Area","Infection Severity","Inspection Cycle","Installed Irrigation","Irrigation type",Jurisdiction,"Jurisdiction (temp)","Land Use","Last Inspection","Last Modified","Last Modified User","Last Watered","Latin Name",Latitude,"Location Description",Longitude,"Maintenance Comments","Measument (A) - Distance from Eye level to Ground (ft.)","Measurment (B) - Distance from You to Trunk (ft.)","Measurment (C) - Clinometer Angle","New Fungal Activity","New Insect Activity","Next Inspection","North Canopy Length (in.)",Notes,"Number of Stems",Observations,"Paid for by","Park Name","Percent Dieback (%)",Photos,"Planting Site Width","Possible Infection?","Presence of Insulating Bark","Primary ID","Project Name","Property Address","Recovery Potential with Interventions",Size,"South Canopy Length (in.)",Status,"Structural Damage to Branches","Structures Burned","Survival Potential","Temperature Outside Tree Shade (F)","Temperature Under Tree Shade (F)","TPZ Ratio","Tree Assessor Name","Tree Comments","Tree Height (Estimated)","Tree Number","Tree Protection Zone(TPZ)","Tree Work","Trunk Burn Severity","Trunk Cambium Health",Understory,User,Watering,"Weather Conditions","West Canopy Length (in.)",Wires
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,QUAG,"Coast live oak; California live oak",Fair,,,,,,,9/23/2025,,,,N/A,,,,,,,,,Fagaceae,,Quercus,0101000020110F0000950D73A4981469C1BCE239A633F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.195946502959,,-118.12290053917,,,,,,,,,,1,,,,,image.jpg_pg_68d2da2cd262f.jpg,,,,64562,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,QUAG,"Coast live oak; California live oak",Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,Fagaceae,,Quercus,0101000020110F0000120CE58F9A1469C168B96C1034F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.195952667578,,-118.12303849942,,,,,,,,,,1,,,,,image.jpg_pg_68d2daf845ef7.jpg,,,,64561,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,QUAG,"Coast live oak; California live oak",Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,Fagaceae,,Quercus,0101000020110F00001CDA48B8991469C1C4FEFFBE2FF04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.195888499826,,-118.12297797258,,,,,,,,,,1,,,,,image.jpg_pg_68d2dacbb6ad3.jpg,,,,64560,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"2850 North Holliston Avenue",2850,"North Holliston Avenue",,No,,Altadena,QUAG,"Coast live oak; California live oak",,,,,,,,9/23/2025,,,,N/A,,,,,,,,,Fagaceae,,Quercus,0101000020110F00000844A1639A1469C10038740917F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.195521313261,,-118.12302607326,,,,,,,,,,1,,,,,image.jpg_pg_68d2d72fedc2b.jpg,,,,64559,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"686 Alameda Street",686,"Alameda Street",,No,,Altadena,,Avocado,Fair,,,,,,,9/23/2025,,,38.17,>30in,25,24,16,,,,,10,,,,0101000020110F0000CD9F9EF2511569C1F5D3D336B2EC4E41,,,,,,No,N/A,,,,,,,,,,9/23/2025,10/9/2025,Marian,,"Persea sp.",34.182609295679,,-118.13621754959,,,,,,,,21,,"Multiple Stems",,,,,image.jpg_pg_68d2d43bb53bf.jpg,,,,64558,"Altadena Tree Protection: Properties Served",,,,22,Alive,,,,,,,,62,,1,,,,,,Dulce,,,24,
,,,,"2850 North Holliston Avenue",2850,"North Holliston Avenue",,No,,Altadena,"PEM OTHER","*Palm Evergreen Medium",Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,,,Palm,0101000020110F00006AF2BF309D1469C1D450C87120F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"*Palm Evergreen Medium",34.195661112586,,-118.12322738567,,,,,,,,,,1,,,,,image.jpg_pg_68d2d6f8abdc6.jpg,,,,64557,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"2850 North Holliston Avenue",2850,"North Holliston Avenue",,No,,Altadena,PI2,Pine,Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,,,Pinus,0101000020110F0000266303269F1469C15016D48B17F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Pinus  species",34.195528881282,,-118.12336810211,,,,,,,,,,1,,,,,image.jpg_pg_68d2d75f201d8.jpg,,,,64556,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"2850 North Holliston Avenue",2850,"North Holliston Avenue",,No,,Altadena,PI2,Pine,Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,,,Pinus,0101000020110F00002B0B91D39F1469C19E37FA5915F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Pinus  species",34.195496266765,,-118.12341682262,,,,,,,,,,1,,,,,image.jpg_pg_68d2d78aa7b8d.jpg,,,,64555,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,OLEU,Olive,Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,,,Olea,0101000020110F0000866D432C9D1469C1382F0EE52FF04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Olea europaea",34.19589070887,,-118.12322612623,,,,,,,,,,1,,,,,image.jpg_pg_68d2d68ee13a2.jpg,,,,64554,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"700 Alameda Street",700,"Alameda Street",,No,,Altadena,WARO,"Mexican fan palm",Fair,,,,,,,9/23/2025,,,30.48,>30in,20,23,,,,,,,Arecaceae,,Washingtonia,0101000020110F0000D1A2ABAE501569C102C7782DC9EC4E41,,,,,,Yes,N/A,,,,,,,,,,9/23/2025,10/9/2025,Marian,,"Washingtonia robusta",34.182950592704,,-118.13612660943,,,,,,,,,,"Multiple Stems",,,,,,,,,64553,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,"125 gal",,1,,,,,,Dulce,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,QUAG,"Coast live oak; California live oak",Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,Fagaceae,,Quercus,0101000020110F00002554E0899A1469C160F562E53CF04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.196083911858,,-118.12303680991,,,,,,,,,,1,,,,,image.jpg_pg_68d2db1434e30.jpg,,,,64552,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,QUAG,"Coast live oak; California live oak",Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,Fagaceae,,Quercus,0101000020110F000097B15EFA991469C191ACB32140F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.19613199384,,-118.12299652429,,,,,,,,,,1,,,,,image.jpg_pg_68d2db47c2265.jpg,,,,64551,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,OLEU,Olive,Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,,,Olea,0101000020110F0000AA21FA599C1469C1D86F1CD02FF04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Olea europaea",34.195889493092,,-118.12316709392,,,,,,,,,,1,,,,,image.jpg_pg_68d2d6dd46525.jpg,,,,64550,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,OLEU,Olive,Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,,,Olea,0101000020110F000090CE46CE9D1469C1BC1C06222DF04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Olea europaea",34.195849667042,,-118.12327160715,,,,,,,,,,1,,,,,image.jpg_pg_68d2d6acb06a9.jpg,,,,64549,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,OLEU,Olive,,,,,,,,9/23/2025,,,,N/A,,,,,,,,,,,Olea,0101000020110F0000784EF5A79C1469C11B46707132F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Olea europaea",34.195928578447,,-118.12318898506,,,,,,,,,,1,,,,,,,,,64548,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,OLEU,Olive,,,,,,,,9/23/2025,,,,N/A,,,,,,,,,,,Olea,0101000020110F000089D75D899D1469C114D5B66F32F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Olea europaea",34.19592847835,,-118.12325226249,,,,,,,,,,1,,,,,,,,,64547,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,OLEU,Olive,Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,,,Olea,0101000020110F000034720D459D1469C1C422D1C835F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Olea europaea",34.195978231476,,-118.12323308513,,,,,,,,,,1,,,,,image.jpg_pg_68d2d647b6f46.jpg,,,,64546,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,OLEU,Olive,Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,,,Olea,0101000020110F0000874EFA809D1469C1499FA88537F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Olea europaea",34.196004053651,,-118.12324990755,,,,,,,,,,1,,,,,image.jpg_pg_68d2d625044e5.jpg,,,,64545,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,QUAG,"Coast live oak; California live oak",Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,Fagaceae,,Quercus,0101000020110F00004434BA259A1469C187AAC91145F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.196205371349,,-118.12300869575,,,,,,,,,,1,,,,,image.jpg_pg_68d2db5d3d818.jpg,,,,64544,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"700 Alameda Street",700,"Alameda Street",,No,,Altadena,,"Weeping fig",Good,,,,,,,9/23/2025,,,18.68,18-24in,18,5,,,,,,15,,,,0101000020110F0000F651DEFC501569C134F1AF88C4EC4E41,,,,,,No,N/A,,,,,,,,,,9/23/2025,10/9/2025,Marian,,,34.182881575437,,-118.13614856145,,,,,,,,15,,"Multiple Stems",,,,,image.jpg_pg_68d2d2358acc1.jpg,,,,64543,"Altadena Tree Protection: Properties Served",,,,5,Alive,,,,,,,,125,,1,,,,,,Dulce,,,15,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,QUAG,"Coast live oak; California live oak",Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,Fagaceae,,Quercus,0101000020110F000070C0D73B9A1469C160AB92E647F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.196247443564,,-118.12301490407,,,,,,,,,,1,,,,,image.jpg_pg_68d2db7b84178.jpg,,,,64541,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,QUAG,"Coast live oak; California live oak",Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,Fagaceae,,Quercus,0101000020110F0000D5E052599A1469C1D4EBACE649F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.196277169999,,-118.12302318007,,,,,,,,,,1,,,,,image.jpg_pg_68d2db9a258d8.jpg,,,,64540,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,OLEU,Olive,Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,,,Olea,0101000020110F00002D39D2F29A1469C1E5A868014EF04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Olea europaea",34.196338162744,,-118.12306627041,,,,,,,,,,1,,,,,image.jpg_pg_68d2dbb9e57c9.jpg,,,,64539,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,QUAG,"Coast live oak; California live oak",Good,,,,,,,9/23/2025,,,,N/A,,,,,,,,,Fagaceae,,Quercus,0101000020110F0000AF9494989B1469C1CB34D45150F04E41,,,,,,No,N/A,,,,,,,,,,,10/9/2025,Marian,,"Quercus agrifolia",34.1963725514,,-118.12311280292,,,,,,,,,,1,,,,,image.jpg_pg_68d2dbdf735c1.jpg,,,,64538,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"700 Alameda Street",700,"Alameda Street",,No,,Altadena,,"Joshua Tree",Fair,,,,,,,9/23/2025,,,9,6-12in,,,,,,,,3,,,,0101000020110F0000783B00A94F1569C10BF60396C7EC4E41,,,,,,No,N/A,,,,,,,,,,9/23/2025,10/9/2025,Marian,,,34.182926937017,,-118.13605315263,,,,,,,,4,,1,,,,,image.jpg_pg_68d2d15295a86.jpg,,,,64536,"Altadena Tree Protection: Properties Served",,,,1,Alive,,,,,,,,125,,1,,,,,,Dulce,,,3,
,,,,"700 Alameda Street",700,"Alameda Street",,No,,Altadena,,"Joshua Tree",Fair,,,,,,,9/23/2025,,,12,12-18in,,,,,,,,2,,,,0101000020110F00000EA7B8664F1569C123706852C7EC4E41,,,,,,No,N/A,,,,,,,,,,9/23/2025,10/9/2025,Marian,,,34.182923011928,,-118.13603454639,,,,,,,,3,,1,,,,,image.jpg_pg_68d2d0f3bb88b.jpg,,,,64535,"Altadena Tree Protection: Properties Served",,,,2,Alive,,,,,,,,125,,1,,,,,,Dulce,,,3,
,,,,"700 Alameda Street",700,"Alameda Street",,No,,Altadena,,"Joshua Tree",Fair,,,,,,,9/23/2025,,,9,6-12in,,,,,,,,2,,,,0101000020110F0000D510EC0C4F1569C167AC6EF5C6EC4E41,,,,,,No,N/A,,,,,,,,,,9/23/2025,10/9/2025,Marian,,,34.182917614041,,-118.13600933765,,,,,,,,2,,1,,,,,image.jpg_pg_68d2d00d9d248.jpg,,,,64534,"Altadena Tree Protection: Properties Served",,,,2,Alive,,,,,,,,125,,1,,,,,,Dulce,,,4,
,,,,"700 Alameda Street",700,"Alameda Street",,No,,Altadena,,"Joshua Tree",Fair,,,,,,,9/23/2025,,,8,6-12in,,,,,,,,4,,,,0101000020110F0000605490A84E1569C103DE3519C6EC4E41,,,,,,No,N/A,,,,,,,,,,9/23/2025,10/9/2025,Marian,,,34.182904828617,,-118.1359811647,,,,,,,,1,,1,,,,,image.jpg_pg_68d2cf763679c.jpg,,,,64533,"Altadena Tree Protection: Properties Served",,,,2,Alive,,,,,,,,125,,1,,,,,,Dulce,,,1,
,,,,"700 Alameda Street",700,"Alameda Street",,No,,Altadena,JUCA,"California Black Walnut",Good,,,,,,,9/23/2025,,,8,6-12in,,,,,,,,9,,,Juglans,0101000020110F0000D5EDDAD34E1569C1FF734D18C5EC4E41,,,,,,Yes,N/A,,,,,,,,,,9/23/2025,10/9/2025,Marian,,"Juglans californica",34.182889913313,,-118.13599331762,,,,,,,,10,,1,,,,,image.jpg_pg_68d2cefd0e6e7.jpg,,,,64532,"Altadena Tree Protection: Properties Served",,,,10,Alive,,,,,,,,125,,1,,,,,,Dulce,,,12,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,SESE,"Coast Redwood",Fair,,,,,,,9/22/2025,,,,N/A,,,,,,,,,Cupressaceae,,,0101000020110F000098015F969F1469C162D5251D3CF04E41,,,,,,No,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/22/2025,"Sequoia sempervirens",34.196072288409,,-118.12339964361,,,,,,,,,,1,,,,,image.jpg_pg_68d1b5a23c8c7.jpg,,,,64531,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,SESE,"Coast Redwood",Fair,,,,,,,9/22/2025,,,,N/A,,,,,,,,,Cupressaceae,,,0101000020110F0000A93B35D79E1469C13CFDAB7040F04E41,,,,,,No,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/22/2025,"Sequoia sempervirens",34.196136577882,,-118.12334597961,,,,,,,,,,1,,,,,image.jpg_pg_68d1b516db6b9.jpg,,,,64530,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,SESE,"Coast Redwood",Fair,,,,,,,9/22/2025,,,,N/A,,,,,,,,,Cupressaceae,,,0101000020110F000073AD31AA9F1469C1D7EDA45845F04E41,,,,,,No,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/22/2025,"Sequoia sempervirens",34.196209484417,,-118.12340520838,,,,,,,,,,1,,,,,image.jpg_pg_68d1b46211ada.jpg,,,,64529,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3041 Via Maderas Street",3041,"Via Maderas Street",,No,,Altadena,QUAG,"Coast live oak; California live oak",Good,,,,,,,9/22/2025,,,,N/A,,,,,,,,,Fagaceae,,Quercus,0101000020110F00001554B965A11469C1D708D07E49F04E41,,,,,,No,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/22/2025,"Quercus agrifolia",34.196271140989,,-118.12352971765,,,,,,,,,,1,,,,,image.jpg_pg_68d1b410403d1.jpg,,,,64528,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3041 Via Maderas Street",3041,"Via Maderas Street",,No,,Altadena,QUAG,"Coast live oak; California live oak",Good,,,,,,,9/22/2025,,,,N/A,,,,,,,,,Fagaceae,,Quercus,0101000020110F0000769FB498A11469C1BD7274F54AF04E41,,,,,,No,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/22/2025,"Quercus agrifolia",34.196292888148,,-118.12354402939,,,,,,,,,,1,,,,,image.jpg_pg_68d1b3f4e1af4.jpg,,,,64527,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3041 Via Maderas Street",3041,"Via Maderas Street",,No,,Altadena,SESE,"Coast Redwood",Fair,,,,,,,9/22/2025,,,,N/A,,,,,,,,,Cupressaceae,,,0101000020110F0000A205531FA11469C1E070902349F04E41,,,,,,No,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/22/2025,"Sequoia sempervirens",34.196265844218,,-118.12350995482,,,,,,,,,,1,,,,,,,,,64526,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3034 Via Maderas Street",3034,"Via Maderas Street",,No,,Altadena,SESE,"Coast Redwood",,,,,,,,9/22/2025,,,,N/A,,,,,,,,,Cupressaceae,,,0101000020110F00006090CA3AA01469C140AEC88147F04E41,,,,,,No,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/22/2025,"Sequoia sempervirens",34.196241592981,,-118.12344580022,,,,,,,,,,1,,,,,image.jpg_pg_68d1b37f4d5d5.jpg,,,,64525,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3050 Via Maderas Street",3050,"Via Maderas Street",,No,,Altadena,SESE,"Coast Redwood",Good,,,,,,,9/22/2025,,,,N/A,,,,,,,,,Cupressaceae,,,0101000020110F00008F62EEE1A01469C15CD008334AF04E41,,,,,,No,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/22/2025,"Sequoia sempervirens",34.196281602469,,-118.12349272033,,,,,,,,,,1,,,,,image.jpg_pg_68d1b351aeafe.jpg,,,,64524,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3050 Via Maderas Street",3050,"Via Maderas Street",,No,,Altadena,SESE,"Coast Redwood",Good,,,,,,,9/22/2025,,,21.5,18-24in,,,,,,,,,Cupressaceae,,,0101000020110F0000F8339739A11469C1CF85027D4CF04E41,,,,,,Yes,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/22/2025,"Sequoia sempervirens",34.196315617049,,-118.1235173284,,,,,,,,,,1,,,,,"image.jpg_pg_68d1b32fd732b.jpg,image.jpg_pg_68d2d54934570.jpg",,,,64523,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"3050 Via Maderas Street",3050,"Via Maderas Street",,No,,Altadena,CEDE,"Deodar Cedar",Poor,,,,,,,9/22/2025,,,38.59,>30in,20,33,,,,,,,Pinaceae,,Cedrus,0101000020110F0000D21C0C7BA11469C126B0881651F04E41,,,,,,Yes,N/A,,,,,,,,,,,10/9/2025,Marian,,"Cedrus deodara",34.19638396968,,-118.12353570362,,,,,,,,,,"Multiple Stems",,,,,"image.jpg_pg_68d1b2f87e139.jpg,image.jpg_pg_68d2d56d5f07f.jpg",,,,64522,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,CCC,,,,
,,,,"1020 Alta Vista Drive",1020,"Alta Vista Drive",,No,,Altadena,JAMI,Jacaranda,Good,,,,,,,9/22/2025,,,18,18-24in,,,,,,,,,Bignoniaceae,,Jacaranda,0101000020110F000041326A37E91469C145F041C459F04E41,,,,,,Yes,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/22/2025,"Jacaranda mimosifolia",34.196512935603,,-118.12869101363,,,,,,,,,,1,,,,,1000005584.jpg_pg_68d1a79179124.jpg,,,,64521,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"1020 Alta Vista Drive",1020,"Alta Vista Drive",,No,,Altadena,PI2,Pine,Excellent,,,,,,,9/22/2025,,,5,3-6in,,,,,,,,,,,Pinus,0101000020110F0000DAC84708EA1469C147AC27F25CF04E41,,,,,,Yes,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/22/2025,"Pinus  species",34.196560180416,,-118.12874964711,,,,,,,,,,1,,,,,1000005583.jpg_pg_68d1a773a1da4.jpg,,,,64520,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"1020 Alta Vista Drive",1020,"Alta Vista Drive",,No,,Altadena,EUCA1,"Red gum eucalyptus",Excellent,,,,,,,9/22/2025,,,34,>30in,,,,,,,,,Myrtaceae,,Eucalyptus,0101000020110F0000E94F9F66EB1469C10FBBE4CC59F04E41,,,,,,Yes,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/22/2025,"Eucalyptus camaldulensis",34.196513436897,,-118.12884799633,,,,,,,,,,1,,,,,1000005582.jpg_pg_68d1a755becf0.jpg,,,,64519,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
,,,,"3022 Mount Curve Avenue",3022,"Mount Curve Avenue",,No,,Altadena,CISP,Citrus,Fair,,,,,,,9/22/2025,,,4.39,3-6in,2.5,3,2,,,,,3,,,Citrus,0101000020110F00005E262894E11469C12A8C399D75F04E41,,,,,,Yes,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,,"Citrus  species",34.196926754342,,-118.12814212671,,,,,,,,2,,"Multiple Stems",,,,,image.jpg_pg_68d1a49506a67.jpg,,,,64518,"Altadena Tree Protection: Properties Served",,,,2,Alive,,,,,,,,,,1,,,,,,CCC,,,2,
,,,,"3022 Mount Curve Avenue",3022,"Mount Curve Avenue",,No,,Altadena,CISP,Citrus,Fair,,,,,,,9/22/2025,,,1,0-3in,,,,,,,,1,,,Citrus,0101000020110F0000A801EDEEE11469C1636937F375F04E41,,,,,,Yes,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,,"Citrus  species",34.196931745931,,-118.1281676077,,,,,,,,1,,1,,,,,image.jpg_pg_68d1a45125861.jpg,,,,64517,"Altadena Tree Protection: Properties Served",,,,1,Alive,,,,,,,,,,1,,,,,,CCC,,,1,
,,,,"3022 Mount Curve Avenue",3022,"Mount Curve Avenue",,No,,Altadena,CISP,Citrus,Fair,,,,,,,9/22/2025,,,2.5,0-3in,2,1.5,,,,,,1,,,Citrus,0101000020110F000015D93F53E21469C1564E193676F04E41,,,,,,Yes,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,,"Citrus  species",34.196935628277,,-118.12819577089,,,,,,,,2,,"Multiple Stems",,,,,image.jpg_pg_68d1a4225e9a8.jpg,,,,64516,"Altadena Tree Protection: Properties Served",,,,1,Alive,,,,,,,,,,1,,,,,,CCC,,,2,
,,,,"3008 Mount Curve Avenue",3008,"Mount Curve Avenue",,No,,Altadena,,"Pine ",Good,,,,,,,9/22/2025,,,28,24-30in,,,,,,,,,,,,0101000020110F00000C4E3EF4E71469C13F4E73876FF04E41,,,,,,No,N/A,,,,,,,,,,9/22/2025,10/9/2025,Marian,9/22/2025,,34.196836329604,,-118.1286002918,,,,,,,,,,1,,,,,1000005577.jpg_pg_68d1a3d56147b.jpg,,,,64515,"Altadena Tree Protection: Properties Served",,,,,Alive,,,,,,,,,,1,,,,,,Marian,,,,
